running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_3
---------------------------------
| rollout/           |          |
|    total_timesteps      | 68608      |
| train/                  |            |
|    approx_kl            | 0.09371218 |
|    clip_fraction        | 0.211      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.3      |
|    explained_variance   | 0.101      |
|    learning_rate        | 0.0003     |
|    loss                 | 14.5       |
|    n_updates            | 1320       |
|    policy_gradient_loss | -0.114     |
|    std                  | 0.365      |
|    value_loss           | 299        |
----------------------------------------
----------------------------------------
| reward                  | -3.49      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.51      |
| reward_velocity         | 0.0153     |
| rollout/                |            |
|    ep_len_mean          | 54.3       |
|    ep_rew_mean          | -187       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 68         |
|    time_elapsed         | 336        |
|    total_timesteps      | 69632      |
| train/                  |            |
|    approx_kl            | 0.09444392 |
|    clip_fraction        | 0.224      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.5      |
|    explained_variance   | 0.302      |
|    learning_rate        | 0.0003     |
|    loss                 | 13.5       |
|    n_updates            | 1340       |
|    policy_gradient_loss | -0.13      |
|    std                  | 0.365      |
|    value_loss           | 244        |
----------------------------------------
----------------------------------------
| reward                  | -3.5       |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.52      |
| reward_velocity         | 0.0176     |
| rollout/                |            |
|    ep_len_mean          | 53.8       |
|    ep_rew_mean          | -186       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 69         |
|    time_elapsed         | 340        |
|    total_timesteps      | 70656      |
| train/                  |            |
|    approx_kl            | 0.14548701 |
|    clip_fraction        | 0.275      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.831      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.74       |
|    n_updates            | 1360       |
|    policy_gradient_loss | -0.128     |
|    std                  | 0.365      |
|    value_loss           | 102        |
----------------------------------------
----------------------------------------
| reward                  | -3.5       |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.52      |
| reward_velocity         | 0.0184     |
| rollout/                |            |
|    ep_len_mean          | 63.9       |
|    ep_rew_mean          | -220       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 70         |
|    time_elapsed         | 345        |
|    total_timesteps      | 71680      |
| train/                  |            |
|    approx_kl            | 0.08314982 |
|    clip_fraction        | 0.194      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.684      |
|    learning_rate        | 0.0003     |
|    loss                 | 24.1       |
|    n_updates            | 1380       |
|    policy_gradient_loss | -0.118     |
|    std                  | 0.365      |
|    value_loss           | 279        |
----------------------------------------
Num timesteps: 72000
Best mean reward: -252.97 - Last mean reward per episode: -179.34
Saving new best model to rl/out_dir/models/exp74/best_model.zip
-----------------------------------------
| reward                  | -3.51       |
| reward_contact          | 0           |
| reward_ctrl             | 0           |
| reward_motion           | 0           |
| reward_torque           | -3.52       |
| reward_velocity         | 0.0191      |
| rollout/                |             |
|    ep_len_mean          | 51.3        |
|    ep_rew_mean          | -177        |
| time/                   |             |
|    fps                  | 207         |
|    iterations           | 71          |
|    time_elapsed         | 351         |
|    total_timesteps      | 72704       |
| train/                  |             |
|    approx_kl            | 0.096345484 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.5       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.5        |
|    n_updates            | 1400        |
|    policy_gradient_loss | -0.127      |
|    std                  | 0.365       |
|    value_loss           | 126         |
-----------------------------------------
----------------------------------------
| reward                  | -3.48      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.5       |
| reward_velocity         | 0.019      |
| rollout/                |            |
|    ep_len_mean          | 61.7       |
|    ep_rew_mean          | -212       |
| time/                   |            |
|    fps                  | 206        |
|    iterations           | 72         |
|    time_elapsed         | 356        |
|    total_timesteps      | 73728      |
| train/                  |            |
|    approx_kl            | 0.15074712 |
|    clip_fraction        | 0.324      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.4      |
|    explained_variance   | 0.768      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.71       |
|    n_updates            | 1420       |
|    policy_gradient_loss | -0.152     |
|    std                  | 0.365      |
|    value_loss           | 131        |
----------------------------------------
----------------------------------------
| reward                  | -3.49      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.51      |
| reward_velocity         | 0.0191     |
| rollout/                |            |
|    ep_len_mean          | 71.7       |
|    ep_rew_mean          | -246       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 73         |
|    time_elapsed         | 361        |
|    total_timesteps      | 74752      |
| train/                  |            |
|    approx_kl            | 0.13299297 |
|    clip_fraction        | 0.314      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.5      |
|    explained_variance   | 0.648      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.73       |
|    n_updates            | 1440       |
|    policy_gradient_loss | -0.141     |
|    std                  | 0.365      |
|    value_loss           | 117        |
----------------------------------------
----------------------------------------
| reward                  | -3.45      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.47      |
| reward_velocity         | 0.0221     |
| rollout/                |            |
|    ep_len_mean          | 81         |
|    ep_rew_mean          | -278       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 74         |
|    time_elapsed         | 365        |
|    total_timesteps      | 75776      |
| train/                  |            |
|    approx_kl            | 0.08469623 |
|    clip_fraction        | 0.199      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.4      |
|    explained_variance   | 0.59       |
|    learning_rate        | 0.0003     |
|    loss                 | 15         |
|    n_updates            | 1460       |
|    policy_gradient_loss | -0.114     |
|    std                  | 0.365      |
|    value_loss           | 219        |
----------------------------------------
----------------------------------------
| reward                  | -3.52      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.54      |
| reward_velocity         | 0.0191     |
| rollout/                |            |
|    ep_len_mean          | 79.4       |
|    ep_rew_mean          | -273       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 75         |
|    time_elapsed         | 370        |
|    total_timesteps      | 76800      |
| train/                  |            |
|    approx_kl            | 0.16653484 |
|    clip_fraction        | 0.312      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.4      |
|    explained_variance   | 0.72       |
|    learning_rate        | 0.0003     |
|    loss                 | 6.43       |
|    n_updates            | 1480       |
|    policy_gradient_loss | -0.138     |
|    std                  | 0.365      |
|    value_loss           | 134        |
----------------------------------------
-----------------------------------------
| reward                  | -3.55       |
| reward_contact          | 0           |
| reward_ctrl             | 0           |
| reward_motion           | 0           |
| reward_torque           | -3.57       |
| reward_velocity         | 0.014       |
| rollout/                |             |
|    ep_len_mean          | 59.9        |
|    ep_rew_mean          | -207        |
| time/                   |             |
|    fps                  | 207         |
|    iterations           | 76          |
|    time_elapsed         | 375         |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.090216026 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.7       |
|    explained_variance   | 0.0501      |
|    learning_rate        | 0.0003      |
|    loss                 | 18.8        |
|    n_updates            | 1500        |
|    policy_gradient_loss | -0.127      |
|    std                  | 0.365       |
|    value_loss           | 240         |
-----------------------------------------
Num timesteps: 78000
Best mean reward: -179.34 - Last mean reward per episode: -206.66
----------------------------------------
| reward                  | -3.55      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.56      |
| reward_velocity         | 0.014      |
| rollout/                |            |
|    ep_len_mean          | 69.9       |
|    ep_rew_mean          | -241       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 77         |
|    time_elapsed         | 380        |
|    total_timesteps      | 78848      |
| train/                  |            |
|    approx_kl            | 0.10045168 |
|    clip_fraction        | 0.252      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.388      |
|    learning_rate        | 0.0003     |
|    loss                 | 11.9       |
|    n_updates            | 1520       |
|    policy_gradient_loss | -0.142     |
|    std                  | 0.365      |
|    value_loss           | 208        |
----------------------------------------
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.58      |
| reward_velocity         | 0.0124     |
| rollout/                |            |
|    ep_len_mean          | 43.2       |
|    ep_rew_mean          | -150       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 78         |
|    time_elapsed         | 384        |
|    total_timesteps      | 79872      |
| train/                  |            |
|    approx_kl            | 0.12553442 |
|    clip_fraction        | 0.29       |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.755      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.04       |
|    n_updates            | 1540       |
|    policy_gradient_loss | -0.134     |
|    std                  | 0.365      |
|    value_loss           | 126        |
----------------------------------------
---------------------------------------
| reward                  | -3.53     |
| reward_contact          | 0         |
| reward_ctrl             | 0         |
| reward_motion           | 0         |
| reward_torque           | -3.54     |
| reward_velocity         | 0.0144    |
| rollout/                |           |
|    ep_len_mean          | 43.2      |
|    ep_rew_mean          | -150      |
| time/                   |           |
|    fps                  | 207       |
|    iterations           | 79        |
|    time_elapsed         | 389       |
|    total_timesteps      | 80896     |
| train/                  |           |
|    approx_kl            | 0.1187946 |
|    clip_fraction        | 0.255     |
|    clip_range           | 0.4       |
|    entropy_loss         | -21.7     |
|    explained_variance   | 0.546     |
|    learning_rate        | 0.0003    |
|    loss                 | 4.32      |
|    n_updates            | 1560      |
|    policy_gradient_loss | -0.137    |
|    std                  | 0.365     |
|    value_loss           | 163       |
---------------------------------------
-----------------------------------------
| reward                  | -3.52       |
| reward_contact          | 0           |
| reward_ctrl             | 0           |
| reward_motion           | 0           |
| reward_torque           | -3.53       |
| reward_velocity         | 0.015       |
| rollout/                |             |
|    ep_len_mean          | 53.1        |
|    ep_rew_mean          | -185        |
| time/                   |             |
|    fps                  | 207         |
|    iterations           | 80          |
|    time_elapsed         | 394         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.103914715 |
|    clip_fraction        | 0.288       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.7       |
|    explained_variance   | 0.575       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.85        |
|    n_updates            | 1580        |
|    policy_gradient_loss | -0.149      |
|    std                  | 0.365       |
|    value_loss           | 227         |
-----------------------------------------
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.59      |
| reward_velocity         | 0.0197     |
| rollout/                |            |
|    ep_len_mean          | 53.9       |
|    ep_rew_mean          | -188       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 81         |
|    time_elapsed         | 399        |
|    total_timesteps      | 82944      |
| train/                  |            |
|    approx_kl            | 0.09956674 |
|    clip_fraction        | 0.26       |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.663      |
|    learning_rate        | 0.0003     |
|    loss                 | 6.68       |
|    n_updates            | 1600       |
|    policy_gradient_loss | -0.121     |
|    std                  | 0.365      |
|    value_loss           | 70         |
----------------------------------------
----------------------------------------
| reward                  | -3.56      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.58      |
| reward_velocity         | 0.0213     |
| rollout/                |            |
|    ep_len_mean          | 54.5       |
|    ep_rew_mean          | -190       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 82         |
|    time_elapsed         | 404        |
|    total_timesteps      | 83968      |
| train/                  |            |
|    approx_kl            | 0.07202363 |
|    clip_fraction        | 0.16       |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.8      |
|    explained_variance   | -0.141     |
|    learning_rate        | 0.0003     |
|    loss                 | 13.3       |
|    n_updates            | 1620       |
|    policy_gradient_loss | -0.107     |
|    std                  | 0.365      |
|    value_loss           | 250        |
----------------------------------------
Num timesteps: 84000
Best mean reward: -179.34 - Last mean reward per episode: -189.54
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.59      |
| reward_velocity         | 0.0211     |
| rollout/                |            |
|    ep_len_mean          | 54.4       |
|    ep_rew_mean          | -190       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 83         |
|    time_elapsed         | 409        |
|    total_timesteps      | 84992      |
| train/                  |            |
|    approx_kl            | 0.11812264 |
|    clip_fraction        | 0.333      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.831      |
|    learning_rate        | 0.0003     |
|    loss                 | 9.95       |
|    n_updates            | 1640       |
|    policy_gradient_loss | -0.158     |
|    std                  | 0.365      |
|    value_loss           | 86.5       |
----------------------------------------
----------------------------------------
| reward                  | -3.56      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.58      |
| reward_velocity         | 0.0235     |
| rollout/                |            |
|    ep_len_mean          | 64.2       |
|    ep_rew_mean          | -223       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 84         |
|    time_elapsed         | 414        |
|    total_timesteps      | 86016      |
| train/                  |            |
|    approx_kl            | 0.12485481 |
|    clip_fraction        | 0.252      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.4      |
|    explained_variance   | 0.748      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.22       |
|    n_updates            | 1660       |
|    policy_gradient_loss | -0.136     |
|    std                  | 0.365      |
|    value_loss           | 104        |
----------------------------------------
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.59      |
| reward_velocity         | 0.0233     |
| rollout/                |            |
|    ep_len_mean          | 68.7       |
|    ep_rew_mean          | -239       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 85         |
|    time_elapsed         | 419        |
|    total_timesteps      | 87040      |
| train/                  |            |
|    approx_kl            | 0.12843837 |
|    clip_fraction        | 0.27       |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.8      |
|    explained_variance   | 0.838      |
|    learning_rate        | 0.0003     |
|    loss                 | 12.5       |
|    n_updates            | 1680       |
|    policy_gradient_loss | -0.125     |
|    std                  | 0.365      |
|    value_loss           | 155        |
----------------------------------------
----------------------------------------
| reward                  | -3.54      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.56      |
| reward_velocity         | 0.0226     |
| rollout/                |            |
|    ep_len_mean          | 78.3       |
|    ep_rew_mean          | -272       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 86         |
|    time_elapsed         | 424        |
|    total_timesteps      | 88064      |
| train/                  |            |
|    approx_kl            | 0.15686947 |
|    clip_fraction        | 0.353      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.73       |
|    learning_rate        | 0.0003     |
|    loss                 | 4.94       |
|    n_updates            | 1700       |
|    policy_gradient_loss | -0.136     |
|    std                  | 0.365      |
|    value_loss           | 126        |
----------------------------------------
----------------------------------------
| reward                  | -3.55      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.57      |
| reward_velocity         | 0.0261     |
| rollout/                |            |
|    ep_len_mean          | 86.3       |
|    ep_rew_mean          | -299       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 87         |
|    time_elapsed         | 429        |
|    total_timesteps      | 89088      |
| train/                  |            |
|    approx_kl            | 0.14253086 |
|    clip_fraction        | 0.267      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.8      |
|    explained_variance   | 0.655      |
|    learning_rate        | 0.0003     |
|    loss                 | 12.6       |
|    n_updates            | 1720       |
|    policy_gradient_loss | -0.13      |
|    std                  | 0.365      |
|    value_loss           | 225        |
----------------------------------------
Num timesteps: 90000
Best mean reward: -179.34 - Last mean reward per episode: -265.84
----------------------------------------
| reward                  | -3.53      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.55      |
| reward_velocity         | 0.0208     |
| rollout/                |            |
|    ep_len_mean          | 77.5       |
|    ep_rew_mean          | -269       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 88         |
|    time_elapsed         | 434        |
|    total_timesteps      | 90112      |
| train/                  |            |
|    approx_kl            | 0.09138085 |
|    clip_fraction        | 0.225      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.731      |
|    learning_rate        | 0.0003     |
|    loss                 | 9.94       |
|    n_updates            | 1740       |
|    policy_gradient_loss | -0.112     |
|    std                  | 0.365      |
|    value_loss           | 233        |
----------------------------------------
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.59      |
| reward_velocity         | 0.0212     |
| rollout/                |            |
|    ep_len_mean          | 56.3       |
|    ep_rew_mean          | -196       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 89         |
|    time_elapsed         | 439        |
|    total_timesteps      | 91136      |
| train/                  |            |
|    approx_kl            | 0.09164302 |
|    clip_fraction        | 0.237      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | -0.227     |
|    learning_rate        | 0.0003     |
|    loss                 | 10.6       |
|    n_updates            | 1760       |
|    policy_gradient_loss | -0.123     |
|    std                  | 0.365      |
|    value_loss           | 297        |
----------------------------------------
---------------------------------------
| reward                  | -3.56     |
| reward_contact          | 0         |
| reward_ctrl             | 0         |
| reward_motion           | 0         |
| reward_torque           | -3.58     |
| reward_velocity         | 0.0218    |
| rollout/                |           |
|    ep_len_mean          | 46.8      |
|    ep_rew_mean          | -163      |
| time/                   |           |
|    fps                  | 207       |
|    iterations           | 90        |
|    time_elapsed         | 444       |
|    total_timesteps      | 92160     |
| train/                  |           |
|    approx_kl            | 0.1434091 |
|    clip_fraction        | 0.263     |
|    clip_range           | 0.4       |
|    entropy_loss         | -21.5     |
|    explained_variance   | 0.229     |
|    learning_rate        | 0.0003    |
|    loss                 | 11.2      |
|    n_updates            | 1780      |
|    policy_gradient_loss | -0.143    |
|    std                  | 0.365     |
|    value_loss           | 233       |
---------------------------------------
---------------------------------------
| reward                  | -3.56     |
| reward_contact          | 0         |
| reward_ctrl             | 0         |
| reward_motion           | 0         |
| reward_torque           | -3.58     |
| reward_velocity         | 0.0235    |
| rollout/                |           |
|    ep_len_mean          | 38.7      |
|    ep_rew_mean          | -136      |
| time/                   |           |
|    fps                  | 207       |
|    iterations           | 91        |
|    time_elapsed         | 449       |
|    total_timesteps      | 93184     |
| train/                  |           |
|    approx_kl            | 0.1124434 |
|    clip_fraction        | 0.283     |
|    clip_range           | 0.4       |
|    entropy_loss         | -21.4     |
|    explained_variance   | 0.328     |
|    learning_rate        | 0.0003    |
|    loss                 | 7.06      |
|    n_updates            | 1800      |
|    policy_gradient_loss | -0.13     |
|    std                  | 0.365     |
|    value_loss           | 138       |
---------------------------------------
----------------------------------------
| reward                  | -3.57      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.6       |
| reward_velocity         | 0.0235     |
| rollout/                |            |
|    ep_len_mean          | 47.6       |
|    ep_rew_mean          | -166       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 92         |
|    time_elapsed         | 454        |
|    total_timesteps      | 94208      |
| train/                  |            |
|    approx_kl            | 0.09183948 |
|    clip_fraction        | 0.216      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.345      |
|    learning_rate        | 0.0003     |
|    loss                 | 7.27       |
|    n_updates            | 1820       |
|    policy_gradient_loss | -0.132     |
|    std                  | 0.365      |
|    value_loss           | 215        |
----------------------------------------
----------------------------------------
| reward                  | -3.6       |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.63      |
| reward_velocity         | 0.0239     |
| rollout/                |            |
|    ep_len_mean          | 47.8       |
|    ep_rew_mean          | -167       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 93         |
|    time_elapsed         | 459        |
|    total_timesteps      | 95232      |
| train/                  |            |
|    approx_kl            | 0.14662409 |
|    clip_fraction        | 0.348      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.3      |
|    explained_variance   | 0.677      |
|    learning_rate        | 0.0003     |
|    loss                 | 8.02       |
|    n_updates            | 1840       |
|    policy_gradient_loss | -0.15      |
|    std                  | 0.365      |
|    value_loss           | 108        |
----------------------------------------
Num timesteps: 96000
Best mean reward: -179.34 - Last mean reward per episode: -199.31
----------------------------------------
| reward                  | -3.56      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0          |
| reward_torque           | -3.59      |
| reward_velocity         | 0.0296     |
| rollout/                |            |
|    ep_len_mean          | 56.6       |
|    ep_rew_mean          | -197       |
| time/                   |            |
|    fps                  | 207        |
|    iterations           | 94         |
|    time_elapsed         | 463        |
|    total_timesteps      | 96256      |
| train/                  |            |
|    approx_kl            | 0.14176369 |
|    clip_fraction        | 0.241      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.3      |
|    explained_variance   | 0.691      |
|    learning_rate        | 0.0003     |
|    loss                 | 16.8       |
|    n_updates            | 1860       |
|    policy_gradient_loss | -0.13      |
|    std                  | 0.365      |
|    value_loss           | 218        |
----------------------------------------
running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_10
---------------------------------
| reward             | -3.47    |
| reward_contact     | 0        |
| reward_ctrl        | 0        |
| reward_motion      | -0.1     |
| reward_torque      | -3.38    |
| reward_velocity    | 0.0115   |
| rollout/           |          |
|    ep_len_mean     | 72.6     |
|    ep_rew_mean     | -221     |
| time/              |          |
|    fps             | 341      |
|    iterations      | 1        |
|    time_elapsed    | 3        |
|    total_timesteps | 1024     |
---------------------------------
----------------------------------------
| reward                  | -3.52      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | -0.1       |
| reward_torque           | -3.43      |
| reward_velocity         | 0.0134     |
| rollout/                |            |
|    ep_len_mean          | 68.3       |
|    ep_rew_mean          | -208       |
| time/                   |            |
|    fps                  | 289        |
|    iterations           | 2          |
|    time_elapsed         | 7          |
|    total_timesteps      | 2048       |
| train/                  |            |
|    approx_kl            | 0.12546113 |
|    clip_fraction        | 0.357      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | -0.00252   |
|    learning_rate        | 0.0003     |
|    loss                 | 26.3       |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.135     |
|    std                  | 0.367      |
|    value_loss           | 252        |
----------------------------------------
----------------------------------------
| reward                  | -3.54      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | -0.1       |
| reward_torque           | -3.45      |
| reward_velocity         | 0.0128     |
| rollout/                |            |
|    ep_len_mean          | 95.9       |
|    ep_rew_mean          | -291       |
| time/                   |            |
|    fps                  | 276        |
|    iterations           | 3          |
|    time_elapsed         | 11         |
|    total_timesteps      | 3072       |
| train/                  |            |
|    approx_kl            | 0.09592333 |
|    clip_fraction        | 0.223      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.9      |
|    explained_variance   | 0.622      |
|    learning_rate        | 0.0003     |
|    loss                 | 13.9       |
|    n_updates            | 40         |
|    policy_gradient_loss | -0.0987    |
|    std                  | 0.367      |
|    value_loss           | 184        |
----------------------------------------
----------------------------------------
| reward                  | -3.56      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | -0.085     |
| reward_torque           | -3.49      |
| reward_velocity         | 0.0165     |
| rollout/                |            |
|    ep_len_mean          | 113        |
|    ep_rew_mean          | -345       |
| time/                   |            |
|    fps                  | 270        |
|    iterations           | 4          |
|    time_elapsed         | 15         |
|    total_timesteps      | 4096       |
| train/                  |            |
|    approx_kl            | 0.11307147 |
|    clip_fraction        | 0.265      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.9      |
|    explained_variance   | 0.576      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.25       |
|    n_updates            | 60         |
|    policy_gradient_loss | -0.115     |
|    std                  | 0.367      |
|    value_loss           | 93.3       |
----------------------------------------
running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_11
---------------------------------
| reward             | -3.16    |
| reward_contact     | 0        |
| reward_ctrl        | 0        |
| reward_motion      | -0.1     |
| reward_torque      | -3.1     |
| reward_velocity    | 0.0345   |
| rollout/           |          |
|    ep_len_mean     | 28.5     |
|    ep_rew_mean     | -79.8    |
| time/              |          |
|    fps             | 340      |
|    iterations      | 1        |
|    time_elapsed    | 3        |
|    total_timesteps | 1024     |
---------------------------------
---------------------------------------
| reward                  | -3.33     |
| reward_contact          | 0         |
| reward_ctrl             | 0         |
| reward_motion           | 0.023     |
| reward_torque           | -3.37     |
| reward_velocity         | 0.0217    |
| rollout/                |           |
|    ep_len_mean          | 65.9      |
|    ep_rew_mean          | -173      |
| time/                   |           |
|    fps                  | 290       |
|    iterations           | 2         |
|    time_elapsed         | 7         |
|    total_timesteps      | 2048      |
| train/                  |           |
|    approx_kl            | 0.1118205 |
|    clip_fraction        | 0.335     |
|    clip_range           | 0.4       |
|    entropy_loss         | -21.6     |
|    explained_variance   | 0.000973  |
|    learning_rate        | 0.0003    |
|    loss                 | 8.74      |
|    n_updates            | 20        |
|    policy_gradient_loss | -0.152    |
|    std                  | 0.367     |
|    value_loss           | 164       |
---------------------------------------
-----------------------------------------
| reward                  | -3.4        |
| reward_contact          | 0           |
| reward_ctrl             | 0           |
| reward_motion           | 0.00494     |
| reward_torque           | -3.42       |
| reward_velocity         | 0.0206      |
| rollout/                |             |
|    ep_len_mean          | 62.2        |
|    ep_rew_mean          | -164        |
| time/                   |             |
|    fps                  | 277         |
|    iterations           | 3           |
|    time_elapsed         | 11          |
|    total_timesteps      | 3072        |
| train/                  |             |
|    approx_kl            | 0.075688794 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.0377      |
|    learning_rate        | 0.0003      |
|    loss                 | 27.6        |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.112      |
|    std                  | 0.367       |
|    value_loss           | 122         |
-----------------------------------------
----------------------------------------
| reward                  | -3.38      |
| reward_contact          | 0          |
| reward_ctrl             | 0          |
| reward_motion           | 0.0133     |
| reward_torque           | -3.41      |
| reward_velocity         | 0.0242     |
| rollout/                |            |
|    ep_len_mean          | 88.3       |
|    ep_rew_mean          | -226       |
| time/                   |            |
|    fps                  | 271        |
|    iterations           | 4          |
|    time_elapsed         | 15         |
|    total_timesteps      | 4096       |
| train/                  |            |
|    approx_kl            | 0.08545355 |
|    clip_fraction        | 0.18       |
|    clip_range           | 0.4        |
|    entropy_loss         | -22.1      |
|    explained_variance   | 0.734      |
|    learning_rate        | 0.0003     |
